type,level,sample,pheno,covs,LRT,Pval,"('V(O)', 'SE')","('V(O)', 'Variance')","('V(O)/Vp', 'SE')","('V(O)/Vp', 'Variance')","('V(e)', 'SE')","('V(e)', 'Variance')","('Vp', 'SE')","('Vp', 'Variance')",df,logL0,n
func,Microba_common_clrcheck,no_asd,mats_indication,sex_age_dietPC,0.012,0.4564864,0.112018,0.012609,0.408156,0.046107,0.122021,0.260874,0.066768,0.273484,1,-5.374,40
func,Microba_common_clrcheck,no_asd,mia_indication,no_covs,0.265,0.3034898,0.057995,0.020917,0.247188,0.08997,0.072272,0.211575,0.052778,0.232492,1,7.034,40
func,Microba_common_clrcheck,no_asd,mia_indication,sex_age_dietPC,0.645,0.2109865,0.111525,0.063006,0.441129,0.260577,0.105205,0.17879,0.060439,0.241796,1,-3.213,40
func,Microba_common_clrcheck,no_current_ab,mats_indication,no_covs,0,0.5,0.023719,0,0.0964,1.00E-06,0.033538,0.246042,0.027254,0.246043,1,28.629,164
func,Microba_common_clrcheck,no_current_ab,mats_indication,sex_age_dietPC,0,0.5,0.029634,0,0.12006,1.00E-06,0.03717,0.246825,0.027841,0.246825,1,13.081,164
func,Microba_common_clrcheck,no_current_ab,mia_indication,no_covs,0,0.5,0.016249,0,0.071459,1.00E-06,0.029171,0.227386,0.025188,0.227386,1,36.386,164
func,Microba_common_clrcheck,no_current_ab,mia_indication,sex_age_dietPC,0,0.5,0.017876,0,0.082061,1.00E-06,0.029086,0.217837,0.024531,0.217837,1,24.277,164
func,Microba_common_clrcheck,no_gastro_meds,mats_indication,no_covs,0,0.5,0.024321,0,0.09848,1.00E-06,0.034732,0.246958,0.028053,0.246958,1,27.119,156
func,Microba_common_clrcheck,no_gastro_meds,mats_indication,sex_age_dietPC,0,0.5,0.032669,0,0.136071,1.00E-06,0.039265,0.240089,0.027805,0.240089,1,13.967,156
func,Microba_common_clrcheck,no_gastro_meds,mia_indication,no_covs,0,0.5,0.018897,0,0.080872,1.00E-06,0.031368,0.233662,0.026542,0.233662,1,32.185,156
func,Microba_common_clrcheck,no_gastro_meds,mia_indication,sex_age_dietPC,0,0.5,0.020034,0,0.086979,1.00E-06,0.032158,0.230337,0.026619,0.230338,1,18.43,156
func,Microba_common_clrcheck,no_probiotic,mats_indication,no_covs,0,0.5,0.020449,0,0.081879,1.00E-06,0.035458,0.249749,0.030742,0.24975,1,22.645,133
func,Microba_common_clrcheck,no_probiotic,mats_indication,sex_age_dietPC,0,0.5,0.028243,0,0.111945,1.00E-06,0.039179,0.252293,0.031728,0.252294,1,6.816,133
func,Microba_common_clrcheck,no_probiotic,mia_indication,no_covs,0,0.5,0.024771,0,0.106041,1.00E-06,0.036802,0.233596,0.028754,0.233596,1,27.289,133
func,Microba_common_clrcheck,no_probiotic,mia_indication,sex_age_dietPC,0.071,0.3947789,0.033739,0.009561,0.143854,0.040952,0.04147,0.22391,0.029475,0.233471,1,13.058,133
func,Microba_common_clrcheck,no_sib,mats_indication,no_covs,0.096,0.3781733,0.018421,0.004292,0.073079,0.017044,0.035347,0.247516,0.031121,0.251808,1,22.363,132
func,Microba_common_clrcheck,no_sib,mats_indication,sex_age_dietPC,0,0.5,0.020801,0,0.082164,1.00E-06,0.03753,0.253166,0.03191,0.253166,1,7.476,132
func,Microba_common_clrcheck,no_sib,mia_indication,no_covs,0,0.5,0.022389,0,0.091784,1.00E-06,0.036388,0.243926,0.03014,0.243926,1,24.208,132
func,Microba_common_clrcheck,no_sib,mia_indication,sex_age_dietPC,0,0.5,0.040548,0,0.173495,1.00E-06,0.045636,0.233713,0.0296,0.233714,1,11.052,132
func,TCDB_common_clrcheck,174_sample,ASD,age_sex,0,0.5,0.0102,0,0.045302,1.00E-06,0.024621,0.225156,0.024368,0.225156,1,30.771,174
func,TCDB_common_clrcheck,174_sample,ASD,age_sex_dietPC,0,0.5,0.008843,0,0.039732,1.00E-06,0.024615,0.222554,0.024293,0.222554,1,23.66,174
func,TCDB_common_clrcheck,174_sample,ASD,no_covs,0,0.5,0.011951,0,0.049392,1.00E-06,0.026535,0.24196,0.026016,0.24196,1,30.623,174
func,TCDB_common_clrcheck,174_sample,age,no_covs,30.13,2.02E-08,3.35706,10.315701,0.106425,0.548383,1.385116,8.495415,2.935341,18.811116,1,-326.671,174
func,TCDB_common_clrcheck,174_sample,age,sex,29.268,3.15E-08,3.372253,10.299466,0.1071,0.546625,1.397359,8.54247,2.946079,18.841936,1,-326.635,174
func,TCDB_common_clrcheck,174_sample,bmi,age_sex,0.646,0.2107864,0.443039,0.20877,0.036852,0.017461,1.31422,11.74741,1.29738,11.95618,1,-306.113,174
func,TCDB_common_clrcheck,174_sample,bmi,age_sex_dietPC,0.618,0.2159757,0.44959,0.208755,0.03696,0.017254,1.341849,11.890277,1.324382,12.099032,1,-310.352,174
func,TCDB_common_clrcheck,174_sample,bmi,no_covs,0,0.5,1.169813,1.60E-05,0.075502,1.00E-06,1.840881,15.49386,1.665915,15.493876,1,-329.435,174
func,TCDB_common_clrcheck,174_sample,bristol_regroup,age_sex,2.596,0.05356802,0.046389,0.033879,0.054537,0.040513,0.094289,0.802375,0.094208,0.836254,1,-75.345,165
func,TCDB_common_clrcheck,174_sample,bristol_regroup,age_sex_dietPC,2.122,0.07259972,0.041055,0.028197,0.048969,0.034096,0.093902,0.798788,0.093629,0.826984,1,-81.532,165
func,TCDB_common_clrcheck,174_sample,bristol_regroup,no_covs,3.232,0.03611676,0.052072,0.040558,0.060647,0.048233,0.094543,0.800322,0.094647,0.84088,1,-70.987,165
func,TCDB_common_clrcheck,174_sample,cam_probiotic,age_sex,0,0.5,0.003639,0,0.020452,1.00E-06,0.019551,0.177943,0.019244,0.177944,1,53.719,174
func,TCDB_common_clrcheck,174_sample,cam_probiotic,age_sex_dietPC,0,0.4920402,0.003706,6.80E-05,0.020626,0.000381,0.019928,0.17962,0.019606,0.179689,1,43.35,174
func,TCDB_common_clrcheck,174_sample,cam_probiotic,no_covs,0,0.5,0.005834,0,0.032568,1.00E-06,0.019523,0.179118,0.019259,0.179118,1,58.699,174
func,TCDB_common_clrcheck,174_sample,devq_wisc_msel,age_sex,0,0.5,14.120311,0.00049,0.029044,1.00E-06,56.830806,486.172293,55.957743,486.172782,1,-551.075,154
func,TCDB_common_clrcheck,174_sample,devq_wisc_msel,age_sex_dietPC,0,0.5,14.08362,0.00049,0.029631,1.00E-06,56.277282,475.306602,55.258109,475.307092,1,-546.684,154
func,TCDB_common_clrcheck,174_sample,devq_wisc_msel,no_covs,0,0.5,13.929421,0.00049,0.028575,1.00E-06,56.48766,487.466317,55.731646,487.466807,1,-552.878,154
func,TCDB_common_clrcheck,174_sample,dietPC1,age_sex,0,0.5,0.041458,2.00E-06,0.025126,1.00E-06,0.181743,1.649965,0.178454,1.649967,1,-136.786,174
func,TCDB_common_clrcheck,174_sample,dietPC1,no_covs,0,0.5,0.15992,2.00E-06,0.096863,1.00E-06,0.19972,1.650991,0.177517,1.650993,1,-140.773,174
func,TCDB_common_clrcheck,174_sample,dietPC1_preadj,age_sex,0,0.5,0.045361,2.00E-06,0.027846,1.00E-06,0.179599,1.62897,0.176192,1.628972,1,-135.811,174
func,TCDB_common_clrcheck,174_sample,dietPC1_preadj,no_covs,0,0.5,0.043474,2.00E-06,0.027003,1.00E-06,0.176289,1.609945,0.173103,1.609946,1,-130.501,174
func,TCDB_common_clrcheck,174_sample,dietPC2,age_sex,0,0.5,0.119926,2.00E-06,0.063694,1.00E-06,0.220518,1.88285,0.203794,1.882852,1,-149.757,174
func,TCDB_common_clrcheck,174_sample,dietPC2,no_covs,0,0.5,0.116174,2.00E-06,0.061855,1.00E-06,0.219441,1.87815,0.201936,1.878152,1,-145.084,174
func,TCDB_common_clrcheck,174_sample,dietPC2_preadj,age_sex,0,0.5,0.103187,2.00E-06,0.055898,1.00E-06,0.212607,1.845993,0.199761,1.845994,1,-147.631,174
func,TCDB_common_clrcheck,174_sample,dietPC2_preadj,no_covs,0,0.5,0.099545,2.00E-06,0.054593,1.00E-06,0.208244,1.823409,0.19605,1.82341,1,-142.46,174
func,TCDB_common_clrcheck,174_sample,dietPC3,age_sex,0,0.5,0.041884,2.00E-06,0.028313,1.00E-06,0.164291,1.479322,0.159996,1.479324,1,-127.405,174
func,TCDB_common_clrcheck,174_sample,dietPC3,no_covs,0,0.5,0.187651,0.137387,0.114481,0.087296,0.188486,1.436415,0.186758,1.573802,1,-125.859,174
func,TCDB_common_clrcheck,174_sample,dietPC3_preadj,age_sex,0.002,0.4828962,0.038722,0.001959,0.02706,0.001369,0.158813,1.428881,0.154756,1.43084,1,-124.502,174
func,TCDB_common_clrcheck,174_sample,dietPC3_preadj,no_covs,0,0.5,0.033281,1.00E-06,0.023532,1.00E-06,0.155647,1.414244,0.15206,1.414246,1,-119.06,174
func,TCDB_common_clrcheck,174_sample,mats_indication,no_covs,0,0.5,0.010117,0,0.040867,1.00E-06,0.027324,0.247568,0.026619,0.247568,1,30.439,174
func,TCDB_common_clrcheck,174_sample,mats_indication,sex_ASD_age_dietPC_bristol,0,0.5,0.006899,0,0.027014,1.00E-06,0.029518,0.255406,0.028828,0.255406,1,7.743,165
func,TCDB_common_clrcheck,174_sample,mats_indication,sex_ASD_mia_indication_age_dietPC_bristol,0,0.5,0.006635,0,0.025826,1.00E-06,0.029787,0.256895,0.029088,0.256895,1,5.359,165
func,TCDB_common_clrcheck,174_sample,mats_indication,sex_age_dietPC,0,0.5,0.006039,0,0.023977,1.00E-06,0.027978,0.251885,0.027484,0.251885,1,14.924,174
func,TCDB_common_clrcheck,174_sample,mats_indication,sex_age_dietPC_bristol,0,0.5,0.006984,0,0.027471,1.00E-06,0.029318,0.254246,0.028606,0.254246,1,10.077,165
func,TCDB_common_clrcheck,174_sample,mats_number,age_sex,0,0.5,0.054316,2.00E-06,0.034785,1.00E-06,0.170216,1.561463,0.168939,1.561465,1,-133.527,174
func,TCDB_common_clrcheck,174_sample,mats_number,age_sex_dietPC,0,0.5,0.048605,2.00E-06,0.030884,1.00E-06,0.172964,1.57379,0.171762,1.573792,1,-140.037,174
func,TCDB_common_clrcheck,174_sample,mats_number,no_covs,0,0.5,0.089077,2.00E-06,0.060798,1.00E-06,0.156662,1.465123,0.157532,1.465124,1,-129.851,174
func,TCDB_common_clrcheck,174_sample,me_indication,age_sex_dietPC,0,0.5,0.017542,0,0.092576,1.00E-06,0.020755,0.189489,0.020737,0.189489,1,22.926,174
func,TCDB_common_clrcheck,174_sample,me_indication,no_covs,0,0.5,0.015283,0,0.077307,1.00E-06,0.021239,0.197687,0.021256,0.197687,1,39.097,174
func,TCDB_common_clrcheck,174_sample,me_indication,sex_ASD_age_dietPC_bristol,0,0.5,0.01291,0,0.060899,1.00E-06,0.024352,0.211991,0.023953,0.211991,1,17.971,165
func,TCDB_common_clrcheck,174_sample,me_number,age_sex,0,0.5,0.166948,2.00E-06,0.10246,1.00E-06,0.167721,1.629385,0.177043,1.629388,1,-162.489,174
func,TCDB_common_clrcheck,174_sample,me_number,age_sex_dietPC,0,0.5,0.156265,2.00E-06,0.097355,1.00E-06,0.16497,1.605099,0.175805,1.605102,1,-165.434,174
func,TCDB_common_clrcheck,174_sample,me_number,no_covs,0,0.5,0.134952,2.00E-06,0.068006,1.00E-06,0.211926,1.984417,0.213367,1.984419,1,-158.134,174
func,TCDB_common_clrcheck,174_sample,meds_antipsychotic,age_sex,0.48,0.244162,0.000783,0.000337,0.02762,0.011908,0.003085,0.027925,0.00306,0.028262,1,210.925,174
func,TCDB_common_clrcheck,174_sample,meds_antipsychotic,age_sex_dietPC,0.289,0.2952798,0.000726,0.000257,0.026279,0.009311,0.003039,0.027301,0.003009,0.027558,1,200.781,174
func,TCDB_common_clrcheck,174_sample,meds_antipsychotic,no_covs,0.313,0.2879313,0.000708,0.000258,0.025188,0.009187,0.003046,0.027787,0.003018,0.028044,1,219.986,174
func,TCDB_common_clrcheck,174_sample,meds_gastrointestinal,age_sex,0,0.5,0.004504,0,0.04916,1.00E-06,0.010222,0.091609,0.009914,0.091609,1,108.454,174
func,TCDB_common_clrcheck,174_sample,meds_gastrointestinal,age_sex_dietPC,0,0.5,0.003876,0,0.041489,1.00E-06,0.010448,0.093422,0.010197,0.093422,1,97.046,174
func,TCDB_common_clrcheck,174_sample,meds_gastrointestinal,no_covs,0,0.5,0.003058,0,0.032934,1.00E-06,0.010244,0.09286,0.009984,0.092861,1,116.109,174
func,TCDB_common_clrcheck,174_sample,mia_indication,no_covs,0.586,0.2219892,0.007476,0.0034,0.032092,0.014658,0.025267,0.22856,0.024992,0.231961,1,37.183,174
func,TCDB_common_clrcheck,174_sample,mia_indication,sex_ASD_age_dietPC_bristol,1.524,0.1085365,0.01191,0.007274,0.053907,0.033346,0.02518,0.210869,0.024892,0.218144,1,19.929,165
func,TCDB_common_clrcheck,174_sample,mia_indication,sex_ASD_mats_indication_age_dietPC_bristol,1.616,0.1018264,0.0124,0.007709,0.055771,0.035149,0.02542,0.211627,0.025137,0.219337,1,17.39,165
func,TCDB_common_clrcheck,174_sample,mia_indication,sex_age_dietPC,0.845,0.1790045,0.008338,0.004282,0.036705,0.01897,0.02496,0.221454,0.024716,0.225736,1,24.017,174
func,TCDB_common_clrcheck,174_sample,mia_indication,sex_age_dietPC_bristol,1.639,0.1002391,0.012239,0.007635,0.054387,0.03438,0.02554,0.214433,0.025276,0.222068,1,20.551,165
func,TCDB_common_clrcheck,174_sample,mia_number,age_sex,0,0.5,0.012401,1.00E-06,0.020975,1.00E-06,0.065004,0.591222,0.06394,0.591222,1,-48.944,174
func,TCDB_common_clrcheck,174_sample,mia_number,age_sex_dietPC,0,0.5,0.01241,1.00E-06,0.022788,1.00E-06,0.060393,0.544602,0.059424,0.544602,1,-49.84,174
func,TCDB_common_clrcheck,174_sample,mia_number,no_covs,0,0.5,0.013642,1.00E-06,0.023292,1.00E-06,0.063912,0.585682,0.062973,0.585683,1,-42.935,174
func,TCDB_common_clrcheck,174_sample,participant_type,age_sex,0,0.5,0.05343,1.00E-06,0.106261,1.00E-06,0.057892,0.502818,0.054593,0.502818,1,-51.514,174
func,TCDB_common_clrcheck,174_sample,participant_type,age_sex_dietPC,0,0.5,0.048251,1.00E-06,0.092204,1.00E-06,0.060252,0.523303,0.057242,0.523304,1,-57.496,174
func,TCDB_common_clrcheck,174_sample,participant_type,no_covs,0,0.5,0.01429,1.00E-06,0.021228,1.00E-06,0.07375,0.673175,0.07238,0.673175,1,-54.848,174
func,TCDB_common_clrcheck,174_sample,sex,age,0.966,0.1628011,0.011697,0.006238,0.049903,0.026866,0.025737,0.225944,0.025264,0.232181,1,33.012,174
func,TCDB_common_clrcheck,174_sample,sex,no_covs,1.323,0.1249935,0.012383,0.007228,0.052769,0.031159,0.025657,0.224757,0.025222,0.231985,1,37.183,174
func,TCDB_common_clrcheck,174_sample,sleep_cshq_total,age_sex,0,0.5,6.666275,8.90E-05,0.085347,1.00E-06,9.044601,78.108016,8.811168,78.108105,1,-440.988,161
func,TCDB_common_clrcheck,174_sample,sleep_cshq_total,age_sex_dietPC,0,0.5,6.795921,8.90E-05,0.093177,1.00E-06,8.306301,72.935349,8.306033,72.935438,1,-440.22,161
func,TCDB_common_clrcheck,174_sample,sleep_cshq_total,no_covs,0,0.5,4.386235,8.90E-05,0.051222,1.00E-06,9.761303,85.63131,9.574081,85.631398,1,-441.357,161
func,TCDB_common_clrcheck,full_bristol,mats_indication,no_covs,0,0.5,0.007898,0,0.031537,1.00E-06,0.028378,0.250438,0.027656,0.250438,1,28.772,165
func,TCDB_common_clrcheck,full_bristol,mats_indication,sex_age_dietPC,0.002,0.4831052,0.006355,0.000274,0.025008,0.001079,0.029119,0.253826,0.028499,0.2541,1,12.772,165
func,TCDB_common_clrcheck,full_bristol,mia_indication,no_covs,0.53,0.2333482,0.008779,0.003877,0.03812,0.016921,0.025781,0.225265,0.025383,0.229143,1,36.195,165
func,TCDB_common_clrcheck,full_bristol,mia_indication,sex_age_dietPC,0.787,0.1875518,0.009704,0.00485,0.042905,0.021599,0.025663,0.219698,0.025309,0.224548,1,22.495,165
func,TCDB_common_clrcheck,no_aap,mats_indication,no_covs,0,0.5,0.013428,0,0.055184,1.00E-06,0.027521,0.243332,0.02655,0.243332,1,29.412,169
func,TCDB_common_clrcheck,no_aap,mats_indication,sex_age_dietPC,0,0.5,0.007532,0,0.029742,1.00E-06,0.02862,0.253243,0.028055,0.253243,1,13.462,169
func,TCDB_common_clrcheck,no_aap,mia_indication,no_covs,0.392,0.2657323,0.007195,0.002847,0.031164,0.012372,0.025473,0.227281,0.025146,0.230128,1,36.761,169
func,TCDB_common_clrcheck,no_aap,mia_indication,sex_age_dietPC,0.728,0.1968438,0.008569,0.004189,0.037725,0.018555,0.02539,0.221598,0.025095,0.225787,1,22.942,169
func,TCDB_common_clrcheck,no_asd,mats_indication,no_covs,0.023,0.4396219,0.028786,0.003861,0.113232,0.015212,0.062621,0.249976,0.057517,0.253837,1,5.391,40
func,TCDB_common_clrcheck,no_asd,mats_indication,sex_age_dietPC,0.046,0.4153079,0.037776,0.007036,0.137994,0.025793,0.072954,0.265766,0.06626,0.272803,1,-5.374,40
func,TCDB_common_clrcheck,no_asd,mia_indication,no_covs,0.156,0.3463909,0.031937,0.009355,0.135865,0.040119,0.057533,0.223818,0.053007,0.233173,1,7.034,40
func,TCDB_common_clrcheck,no_asd,mia_indication,sex_age_dietPC,0.475,0.2453678,0.037166,0.016101,0.152823,0.06745,0.061689,0.22261,0.058332,0.238712,1,-3.213,40
func,TCDB_common_clrcheck,no_current_ab,mats_indication,no_covs,0,0.5,0.009327,0,0.037885,1.00E-06,0.027584,0.246202,0.027272,0.246202,1,28.629,164
func,TCDB_common_clrcheck,no_current_ab,mats_indication,sex_age_dietPC,0,0.5,0.006217,0,0.024676,1.00E-06,0.028741,0.251921,0.028346,0.251921,1,13.081,164
func,TCDB_common_clrcheck,no_current_ab,mia_indication,no_covs,0.806,0.1847251,0.008365,0.004235,0.036522,0.018601,0.025546,0.223424,0.025298,0.227659,1,36.386,164
func,TCDB_common_clrcheck,no_current_ab,mia_indication,sex_age_dietPC,1.165,0.1401934,0.009549,0.005435,0.043319,0.02488,0.024927,0.213007,0.024721,0.218442,1,24.277,164
func,TCDB_common_clrcheck,no_gastro_meds,mats_indication,no_covs,0,0.5,0.019309,0,0.082555,1.00E-06,0.028482,0.233894,0.026569,0.233894,1,27.119,156
func,TCDB_common_clrcheck,no_gastro_meds,mats_indication,sex_age_dietPC,0,0.5,0.008106,0,0.033155,1.00E-06,0.028902,0.24448,0.028234,0.244481,1,13.967,156
func,TCDB_common_clrcheck,no_gastro_meds,mia_indication,no_covs,0.629,0.213898,0.009736,0.004575,0.041225,0.019489,0.027195,0.230198,0.026763,0.234773,1,32.185,156
func,TCDB_common_clrcheck,no_gastro_meds,mia_indication,sex_age_dietPC,1.32,0.1253243,0.013073,0.00773,0.055975,0.033511,0.027313,0.222931,0.02692,0.230661,1,18.43,156
func,TCDB_common_clrcheck,no_probiotic,mats_indication,no_covs,0,0.5,0.015077,0,0.062665,1.00E-06,0.0303,0.240594,0.029615,0.240594,1,22.645,133
func,TCDB_common_clrcheck,no_probiotic,mats_indication,sex_age_dietPC,0,0.5,0.025275,0,0.131507,1.00E-06,0.024496,0.192195,0.024278,0.192195,1,6.816,133
func,TCDB_common_clrcheck,no_probiotic,mia_indication,no_covs,1.626,0.1011375,0.013219,0.008459,0.055912,0.036273,0.029192,0.224736,0.028962,0.233195,1,27.289,133
func,TCDB_common_clrcheck,no_probiotic,mia_indication,sex_age_dietPC,2.989,0.0419207,0.016905,0.013125,0.071465,0.056876,0.02943,0.217637,0.029546,0.230762,1,13.058,133
func,TCDB_common_clrcheck,no_sib,mats_indication,no_covs,0,0.5,0.015034,0,0.059984,1.00E-06,0.033448,0.250633,0.030968,0.250633,1,22.363,132
func,TCDB_common_clrcheck,no_sib,mats_indication,sex_age_dietPC,0,0.5,0.018364,0,0.074125,1.00E-06,0.033706,0.24775,0.031253,0.24775,1,7.476,132
func,TCDB_common_clrcheck,no_sib,mia_indication,no_covs,0,0.5,0.007099,0,0.029023,1.00E-06,0.030803,0.24461,0.030224,0.24461,1,24.208,132
func,TCDB_common_clrcheck,no_sib,mia_indication,sex_age_dietPC,0,0.4973387,0.006377,3.90E-05,0.026655,0.000162,0.030763,0.239195,0.030141,0.239233,1,11.052,132
taxa,family_common_clrcheck,174_sample,ASD,age_sex,0,0.5,0.009099,0,0.040456,1.00E-06,0.024329,0.224908,0.02435,0.224908,1,30.771,174
taxa,family_common_clrcheck,174_sample,ASD,age_sex_dietPC,0,0.5,0.009257,0,0.042091,1.00E-06,0.024095,0.21993,0.024028,0.219931,1,23.66,174
taxa,family_common_clrcheck,174_sample,ASD,no_covs,0,0.5,0.010407,0,0.043397,1.00E-06,0.025724,0.239813,0.025785,0.239813,1,30.623,174
taxa,family_common_clrcheck,174_sample,age,no_covs,35.307,1.41E-09,1.68255,3.750624,0.090593,0.255373,1.257982,10.936208,1.975186,14.686833,1,-326.671,174
taxa,family_common_clrcheck,174_sample,age,sex,35.474,1.29E-09,1.664685,3.713588,0.090169,0.253883,1.258668,10.913571,1.963489,14.62716,1,-326.635,174
taxa,family_common_clrcheck,174_sample,bmi,age_sex,0.869,0.1756323,0.447982,0.291921,0.037192,0.024431,1.307232,11.656946,1.296189,11.948866,1,-306.113,174
taxa,family_common_clrcheck,174_sample,bmi,age_sex_dietPC,0.609,0.2175734,0.447815,0.253195,0.036779,0.020924,1.340625,11.847377,1.323451,12.100572,1,-310.352,174
taxa,family_common_clrcheck,174_sample,bmi,no_covs,0,0.5,0.6411,1.60E-05,0.039921,1.00E-06,1.81234,16.059362,1.726715,16.059378,1,-329.435,174
taxa,family_common_clrcheck,174_sample,bristol_regroup,age_sex,2.331,0.06342696,0.048225,0.051518,0.055524,0.061168,0.092702,0.790721,0.095356,0.842239,1,-75.345,165
taxa,family_common_clrcheck,174_sample,bristol_regroup,age_sex_dietPC,1.86,0.08633976,0.04561,0.044203,0.053467,0.053117,0.09315,0.787991,0.09468,0.832195,1,-81.532,165
taxa,family_common_clrcheck,174_sample,bristol_regroup,no_covs,2.648,0.05183267,0.048541,0.054543,0.055457,0.064412,0.092311,0.792239,0.095367,0.846782,1,-70.987,165
taxa,family_common_clrcheck,174_sample,cam_probiotic,age_sex,0.415,0.2598182,0.008134,0.004598,0.045291,0.025808,0.019777,0.173582,0.019363,0.17818,1,53.719,174
taxa,family_common_clrcheck,174_sample,cam_probiotic,age_sex_dietPC,0.356,0.2753919,0.008153,0.00426,0.045012,0.023678,0.020184,0.175635,0.019711,0.179894,1,43.35,174
taxa,family_common_clrcheck,174_sample,cam_probiotic,no_covs,0.073,0.3937031,0.00723,0.002036,0.03983,0.011235,0.020298,0.179163,0.0195,0.181199,1,58.699,174
taxa,family_common_clrcheck,174_sample,devq_wisc_msel,age_sex,0,0.5,27.831349,0.00049,0.063384,1.00E-06,49.311816,439.090349,50.609114,439.090838,1,-551.075,154
taxa,family_common_clrcheck,174_sample,devq_wisc_msel,age_sex_dietPC,0,0.5,26.235013,0.00049,0.060168,1.00E-06,49.74578,436.031547,50.774004,436.032037,1,-546.684,154
taxa,family_common_clrcheck,174_sample,devq_wisc_msel,no_covs,0,0.5,23.860365,0.00049,0.051247,1.00E-06,53.308191,465.591946,53.188293,465.592436,1,-552.878,154
taxa,family_common_clrcheck,174_sample,dietPC1,age_sex,0.307,0.2898575,0.09131,0.053969,0.054478,0.032554,0.185704,1.603881,0.180999,1.65785,1,-136.786,174
taxa,family_common_clrcheck,174_sample,dietPC1,no_covs,1.511,0.1094739,0.125449,0.134936,0.065665,0.073428,0.19636,1.702734,0.204734,1.83767,1,-140.773,174
taxa,family_common_clrcheck,174_sample,dietPC1_preadj,age_sex,0.438,0.2541633,0.094197,0.063799,0.056579,0.038883,0.18268,1.577009,0.179721,1.640808,1,-135.811,174
taxa,family_common_clrcheck,174_sample,dietPC1_preadj,no_covs,0.297,0.2929658,0.086998,0.051772,0.053178,0.031976,0.180364,1.567296,0.175535,1.619068,1,-130.501,174
taxa,family_common_clrcheck,174_sample,dietPC2,age_sex,2.033,0.07697303,0.099297,0.096129,0.05051,0.050049,0.207457,1.82456,0.210596,1.920689,1,-149.757,174
taxa,family_common_clrcheck,174_sample,dietPC2,no_covs,2.042,0.07651397,0.091753,0.086981,0.047202,0.045662,0.204899,1.817901,0.206971,1.904882,1,-145.084,174
taxa,family_common_clrcheck,174_sample,dietPC2_preadj,age_sex,2.167,0.07048307,0.096977,0.096034,0.050541,0.051276,0.201933,1.776845,0.205441,1.872879,1,-147.631,174
taxa,family_common_clrcheck,174_sample,dietPC2_preadj,no_covs,1.798,0.08998931,0.087492,0.08005,0.046441,0.04329,0.199321,1.769094,0.200715,1.849144,1,-142.46,174
taxa,family_common_clrcheck,174_sample,dietPC3,age_sex,0.27,0.3015223,0.054771,0.023081,0.036866,0.015592,0.164039,1.457185,0.16035,1.480266,1,-127.405,174
taxa,family_common_clrcheck,174_sample,dietPC3,no_covs,3.296,0.03471427,0.069912,0.075579,0.045002,0.049841,0.161443,1.440834,0.164804,1.516413,1,-125.859,174
taxa,family_common_clrcheck,174_sample,dietPC3_preadj,age_sex,0.262,0.3045089,0.053496,0.022394,0.037249,0.01565,0.158692,1.408541,0.155011,1.430935,1,-124.502,174
taxa,family_common_clrcheck,174_sample,dietPC3_preadj,no_covs,0.143,0.3526493,0.044328,0.01354,0.031307,0.009577,0.155737,1.400254,0.152078,1.413793,1,-119.06,174
taxa,family_common_clrcheck,174_sample,mats_indication,no_covs,0,0.5,0.009481,0,0.037752,1.00E-06,0.028544,0.251129,0.027002,0.251129,1,30.439,174
taxa,family_common_clrcheck,174_sample,mats_indication,sex_ASD_age_dietPC_bristol,0.425,0.2571712,0.014918,0.009294,0.057454,0.036246,0.029886,0.24711,0.029235,0.256404,1,7.743,165
taxa,family_common_clrcheck,174_sample,mats_indication,sex_ASD_mia_indication_age_dietPC_bristol,0.444,0.252508,0.015068,0.009457,0.057687,0.036677,0.030124,0.248392,0.029502,0.257849,1,5.359,165
taxa,family_common_clrcheck,174_sample,mats_indication,sex_age_dietPC,0.053,0.4086604,0.012075,0.003428,0.047732,0.013585,0.029004,0.248882,0.027593,0.252309,1,14.924,174
taxa,family_common_clrcheck,174_sample,mats_indication,sex_age_dietPC_bristol,0.532,0.2328845,0.015182,0.010294,0.058553,0.040303,0.029541,0.245113,0.029093,0.255407,1,10.077,165
taxa,family_common_clrcheck,174_sample,mats_number,age_sex,0.002,0.4814223,0.054975,0.002578,0.034569,0.001621,0.179489,1.587581,0.171992,1.590159,1,-133.527,174
taxa,family_common_clrcheck,174_sample,mats_number,age_sex_dietPC,0,0.5,0.057965,2.00E-06,0.036378,1.00E-06,0.181396,1.593411,0.173892,1.593413,1,-140.037,174
taxa,family_common_clrcheck,174_sample,mats_number,no_covs,0,0.5,0.05251,2.00E-06,0.032783,1.00E-06,0.179278,1.601774,0.172224,1.601775,1,-129.851,174
taxa,family_common_clrcheck,174_sample,me_indication,age_sex_dietPC,0,0.5,0.010779,0,0.047214,1.00E-06,0.026459,0.228296,0.024923,0.228296,1,22.926,174
taxa,family_common_clrcheck,174_sample,me_indication,no_covs,0,0.5,0.009747,0,0.042924,1.00E-06,0.026059,0.227082,0.024416,0.227082,1,39.097,174
taxa,family_common_clrcheck,174_sample,me_indication,sex_ASD_age_dietPC_bristol,0,0.5,0.010614,0,0.047347,1.00E-06,0.027151,0.224183,0.02531,0.224183,1,17.971,165
